variable,mu_c,CI_c_lower,CI_c_upper
2201,16722.301874804085,16490.298428282895,16954.305321325275
2202,16716.617849737817,16484.379240625225,16948.85645885041
2203,16714.132035038343,16484.713763077412,16943.55030699928
2204,16710.903934635822,16481.646020464832,16940.16184880682
2205,16703.230381633748,16471.87021062024,16934.590552647263
2206,16701.028149382048,16468.977745211683,16933.078553552412
2207,16689.672315536372,16456.554645931377,16922.789985141368
2208,16679.676489824833,16447.644425083938,16911.708554565736
2209,16672.227447945173,16440.24137839314,16904.213517497206
2210,16661.511267227565,16429.33770235283,16893.6848321023
2211,16660.101005371736,16426.766826878164,16893.43518386531
2212,16657.34800591132,16423.534360851394,16891.161650971248
2213,16656.881849530117,16423.318382523525,16890.44531653671
2214,16655.865572640156,16422.149462849768,16889.581682430544
2215,16647.67480864312,16413.015484050968,16882.334133235283
2216,16646.408236627438,16413.185410195667,16879.63106305921
2217,16644.71871872435,16411.88327639505,16877.55416105366
2218,16637.414516455454,16404.668504503086,16870.16052840782
2219,16635.477558402996,16403.3686963839,16867.586420422092
2220,16632.29189986874,16400.08668060343,16864.49711913405
2221,16629.890349994275,16397.50158899073,16862.279110997813
2222,16629.890349994275,16397.50158899073,16862.279110997813
2223,16629.762950659024,16397.331599138335,16862.194302179705
2224,16629.483450732874,16396.843284793435,16862.123616672307
2225,16628.32533574631,16394.80823711879,16861.842434373833
2226,16624.30541567341,16391.15458457153,16857.456246775284
2227,16619.794436678505,16386.93761938136,16852.651253975644
2228,16618.89631851758,16385.92920613718,16851.863430897974
2229,16616.337121114175,16382.669447942284,16850.00479428606
2230,16612.04664598848,16377.82410203055,16846.269189946404
2231,16595.795942655313,16356.974207444488,16834.61767786614
2232,16591.142527682045,16355.736624528423,16826.54843083567
2233,16581.379356433255,16344.477290684235,16818.28142218228
2234,16574.510135701476,16337.589099133504,16811.431172269455
2235,16567.367843189557,16328.665894662274,16806.069791716847
2236,16565.887484145052,16327.014528505235,16804.76043978487
2237,16561.387988112067,16321.412850268895,16801.36312595524
2238,16559.879748987256,16319.611242291985,16800.14825568253
2239,16552.061238996404,16310.556730509992,16793.56574748282
2240,16549.33818684236,16307.486688428513,16791.189685256206
2241,16544.869303390482,16303.79058272023,16785.948024060734
2242,16528.055535508287,16286.88903746663,16769.222033549944
2243,16519.64215854458,16275.509410181965,16763.774906907198
2244,16516.56391211049,16271.780331214219,16761.347493006764
2245,16512.944866613885,16268.779612508244,16757.110120719528
2246,16508.199007511692,16262.478736709249,16753.91927831414
2247,16505.557875660543,16260.500890899397,16750.614860421694
2248,16497.554507508463,16256.767394929115,16738.341620087813
2249,16496.198948409972,16254.963106244122,16737.434790575822
2250,16495.621964468017,16254.3731444347,16736.870784501334
2251,16489.612637547812,16250.74179914005,16728.48347595556
2252,16487.59125984181,16248.230246951054,16726.95227273256
2253,16480.87670482416,16238.949478809056,16722.803930839258
2254,16476.236125479947,16234.357310271918,16718.114940687978
2255,16475.409013499557,16234.089340760402,16716.72868623871
2256,16472.66597990476,16231.058783784409,16714.273176025108
2257,16465.56664780053,16225.523300568439,16705.60999503262
2258,16457.772742508434,16223.391120670254,16692.154364346614
2259,16447.252117517866,16214.71952578742,16679.784709248306
2260,16440.47634956187,16210.114173308206,16670.838525815536
2261,16436.54253341268,16209.761276780266,16663.323790045095
2262,16423.68909517592,16204.702804954035,16642.675385397804
2263,16408.795795247905,16193.76523712572,16623.82635337009
2264,16407.952171723875,16192.672532270008,16623.231811177742
2265,16407.952171723875,16192.672532270008,16623.231811177742
2266,16400.059639379688,16187.703364362093,16612.415914397283
2267,16395.87696310111,16184.665036160855,16607.08889004135
2268,16391.48714854966,16181.829525362733,16601.144771736577
2269,16386.047675291316,16175.214552506584,16596.880798076047
2270,16385.037471686333,16173.312823474813,16596.762119897845
2271,16379.501668670062,16167.424341027796,16591.578996312328
2272,16376.515713370465,16165.455408066831,16587.576018674095
2273,16376.515713370465,16165.455408066831,16587.576018674095
2274,16371.701233020542,16162.057922301485,16581.344543739597
2275,16366.499066186378,16156.482055712611,16576.516076660137
2276,16362.389250907923,16152.089005481197,16572.689496334646
2277,16360.517561204124,16149.515948555798,16571.519173852437
2278,16359.955570679727,16148.746999668308,16571.16414169114
2279,16359.184862346954,16147.839001787119,16570.530722906788
2280,16357.63614112151,16146.365845246337,16568.906436996676
2281,16357.63614112151,16146.365845246337,16568.906436996676
2282,16357.63614112151,16146.365845246337,16568.906436996676
2283,16348.459157889409,16138.387258749586,16558.53105702923
2284,16342.863013646156,16131.16151093799,16554.56451635432
2285,16338.103385097389,16129.12662948377,16547.08014071101
2286,16337.443682106428,16128.402946316528,16546.48441789633
2287,16331.353219277576,16118.636016825003,16544.070421730146
2288,16322.603316238272,16109.07791896939,16536.128713507158
2289,16320.02058587731,16105.67467707774,16534.36649467688
2290,16307.038644624961,16091.40244484982,16522.674844400102
2291,16297.987881198515,16081.777701773171,16514.198060623858
2292,16294.741177886142,16077.80947042086,16511.672885351425
2293,16278.713073944426,16068.284276029077,16489.141871859767
2294,16273.000530535193,16062.320527004571,16483.68053406581
2295,16268.379506224566,16058.06661421043,16478.6923982387
2296,16264.450180148702,16053.735727445272,16475.16463285213
2297,16264.261819225305,16053.57623708571,16474.947401364898
2298,16260.776066122016,16049.240091586189,16472.312040657835
2299,16251.764134374393,16043.196276331482,16460.33199241731
2300,16247.011728207268,16038.678875268153,16455.344581146383
2301,16247.014795605788,16038.679975112584,16455.349616098993
2302,16246.576042734778,16038.12238428895,16455.029701180603
2303,16245.096903357502,16036.25552336791,16453.93828334709
2304,16242.650111115483,16033.4255019887,16451.874720242267
2305,16239.916053099096,16031.12649588001,16448.705610318182
2306,16234.803714633614,16025.458449067037,16444.14898020019
2307,16228.890602043139,16020.679368553627,16437.10183553265
2308,16223.533089639512,16014.270305148708,16432.795874130312
2309,16223.319167572947,16013.98730189194,16432.65103325395
2310,16220.024947809561,16010.311731032174,16429.73816458695
2311,16213.413110308235,16001.445437413899,16425.380783202567
2312,16213.413110308235,16001.445437413899,16425.380783202567
2313,16198.896515401164,16000.147783751472,16397.645247050856
2314,16197.263546226462,15997.242402444626,16397.2846900083
2315,16183.105330380906,15983.821421788442,16382.38923897337
2316,16176.378452961633,15976.992146482626,16375.76475944064
2317,16162.833591683331,15962.961313545722,16362.70586982094
2318,16159.064840349434,15959.57649860249,16358.553182096382
2319,16155.454180151943,15956.614117937925,16354.294242365964
2320,16153.00622341072,15953.621553698642,16352.390893122803
2321,16145.089048395075,15952.203974600523,16337.974122189635
2322,16138.837267902705,15943.93478326612,16333.73975253929
2323,16132.00644305144,15941.113449609742,16322.899436493137
2324,16131.00312187927,15940.1149677025,16321.891276056043
2325,16128.006364397846,15936.564055170253,16319.44867362544
2326,16125.486790297564,15933.420858060934,16317.552722534194
2327,16124.221807922091,15932.072087884979,16316.371527959203
2328,16122.559665103321,15929.204213229303,16315.91511697734
2329,16120.764431268386,15926.81883643004,16314.710026106732
2330,16118.76646779371,15927.557699890105,16309.975235697315
2331,16107.082652101803,15913.48594857633,16300.679355627275
2332,16097.481856826209,15901.573702321344,16293.390011331074
2333,16080.790791410564,15879.853420546659,16281.728162274469
2334,16076.049908822386,15875.3531345898,16276.746683054971
2335,16074.671277983189,15873.509727639506,16275.832828326867
2336,16074.417057030007,15873.133898871178,16275.700215188832
2337,16072.7051145552,15870.743531550796,16274.6666975596
2338,16068.646042375669,15867.42833828355,16269.863746467785
2339,16065.141839103442,15865.210833633337,16265.072844573544
2340,16064.044452395463,15864.885533552051,16263.203371238871
2341,16064.044452395463,15864.885533552051,16263.203371238871
2342,16050.447197001238,15843.211321704388,16257.683072298081
2343,16050.343594182339,15843.091806371036,16257.595381993639
2344,16049.532695512999,15842.17577902636,16256.88961199963
2345,16046.011703707843,15837.931738085183,16254.0916693305
2346,16041.417126996885,15839.096474328277,16243.73777966549
2347,16039.850697689044,15837.875421091267,16241.825974286818
2348,16039.43914861274,15837.310088276961,16241.56820894852
2349,16035.133526054813,15831.769092221053,16238.497959888573
2350,16032.040618077062,15827.311548585152,16236.769687568973
2351,16031.621756907147,15826.760373579977,16236.483140234313
2352,16028.646178048173,15823.730249120083,16233.56210697626
2353,16022.10164805978,15815.462958850416,16228.740337269142
2354,16019.017897084474,15811.298458579093,16226.737335589858
2355,16013.127192738313,15806.769449295638,16219.484936180996
2356,16010.816500176606,15803.729977457393,16217.90302289582
2357,16005.389865862679,15797.601733484516,16213.177998240844
2358,16002.69516134775,15795.767184867454,16209.623137828046
2359,15989.575607319111,15788.15590557614,16190.995309062086
2360,15987.717788095295,15785.618466506792,16189.817109683798
2361,15987.717788095295,15785.618466506792,16189.817109683798
2362,15985.921000337974,15783.92445896474,16187.917541711207
2363,15982.930513699466,15782.453491619739,16183.40753577919
2364,15975.389588552913,15773.059598973914,16177.719578131904
2365,15965.569307761363,15767.345006043983,16163.793609478736
2366,15965.569307761363,15767.345006043983,16163.793609478736
2367,15960.480904862443,15760.806127646829,16160.155682078053
2368,15952.217326922844,15757.842464988087,16146.592188857601
2369,15945.067899763613,15759.030587347144,16131.105212180079
2370,15942.298415780575,15757.142428682762,16127.454402878384
2371,15941.682353481432,15756.440303622792,16126.924403340065
2372,15937.033415048709,15751.693165075318,16122.373665022093
2373,15935.530783534261,15750.03854920721,16121.02301786131
2374,15932.018923731554,15747.330339820313,16116.707507642786
2375,15922.969551620363,15736.0307942407,16109.908309000026
2376,15916.656847397708,15727.380641908081,16105.933052887334
2377,15913.500550867451,15723.683229519365,16103.317872215537
2378,15906.514824080023,15724.812021861106,16088.217626298936
2379,15889.68435138794,15707.74770151462,16071.621001261256
2380,15884.222321908615,15705.00205145394,16063.442592363288
2381,15882.673747250992,15703.016081201427,16062.33141330055
2382,15881.14783402834,15701.627734140438,16060.66793391624
2383,15877.174475513439,15696.076765147278,16058.2721858796
2384,15875.558702407574,15695.621984694357,16055.495420120791
2385,15873.276349425445,15693.15574207493,16053.396956775963
2386,15872.286032531192,15691.927943971059,16052.644121091325
2387,15868.647908879066,15686.584124965833,16050.711692792298
2388,15864.250344122482,15683.888271263571,16044.612416981388
2389,15862.312306794985,15681.751576987783,16042.873036602188
2390,15861.740488219553,15681.295347036223,16042.185629402884
2391,15855.257341945777,15669.450494342107,16041.064189549443
2392,15844.493866733295,15658.856197220895,16030.131536245692
2393,15843.058628405392,15656.856994477603,16029.260262333177
2394,15842.475905454525,15656.086446534622,16028.865364374427
2395,15838.786878983066,15653.781851010173,16023.791906955956
2396,15832.055343228165,15650.904202439882,16013.206484016451
2397,15831.049967321896,15649.899340028178,16012.200594615611
2398,15821.958747099749,15637.652639012827,16006.264855186666
2399,15821.516058616113,15637.349110744539,16005.683006487683
2400,15813.295094391664,15626.282475405505,16000.307713377822
2401,15809.553309179726,15622.744811743081,15996.36180661637
2402,15803.211031986637,15613.756753076957,15992.665310896313
2403,15792.062385588522,15605.700430522622,15978.424340654423
2404,15781.250745073936,15606.708228041169,15955.793262106703
2405,15775.417400972337,15598.471169462287,15952.363632482391
2406,15775.417400972337,15598.471169462287,15952.363632482391
2407,15775.417400972337,15598.471169462287,15952.363632482391
2408,15771.739238458602,15594.4799720756,15948.998504841604
2409,15760.004283058943,15577.336378750897,15942.672187366989
2410,15760.004283058943,15577.336378750897,15942.672187366989
2411,15757.811704938294,15575.759987294821,15939.863422581768
2412,15757.811704938294,15575.759987294821,15939.863422581768
2413,15751.18142157914,15575.13109637879,15927.231746779487
2414,15749.121536406128,15574.56109112002,15923.681981692233
2415,15746.495480334323,15573.967595770502,15919.02336489814
2416,15738.129675165157,15571.173295323959,15905.086055006355
2417,15738.129675165157,15571.173295323959,15905.086055006355
2418,15736.930624747201,15570.028398727607,15903.8328507668
2419,15736.930624747201,15570.028398727607,15903.8328507668
2420,15732.6852710692,15568.615854807942,15896.754687330462
2421,15725.893768018981,15561.653518893489,15890.134017144474
2422,15721.751600223517,15559.913854324366,15883.589346122671
2423,15715.9982773312,15555.017688150005,15876.9788665124
2424,15715.9982773312,15555.017688150005,15876.9788665124
2425,15714.701138918696,15553.735984795749,15875.666293041642
2426,15714.701138918696,15553.735984795749,15875.666293041642
2427,15713.10813566044,15552.438226465752,15873.77804485513
2428,15712.084466892542,15551.215928126632,15872.953005658448
2429,15711.197024287474,15550.911168956523,15871.482879618421
2430,15711.197024287474,15550.911168956523,15871.482879618421
2431,15703.668138707264,15542.287265666586,15865.049011747938
2432,15699.569890716508,15539.76896209571,15859.370819337302
2433,15699.569890716508,15539.76896209571,15859.370819337302
2434,15699.569890716508,15539.76896209571,15859.370819337302
2435,15698.029385708187,15537.294509418556,15858.764261997818
2436,15694.588885385352,15533.700404637435,15855.47736613327
2437,15692.756979615435,15533.25101596825,15852.262943262624
2438,15685.630171952154,15528.91805211441,15842.342291789899
2439,15685.3223484978,15528.799603829992,15841.84509316561
2440,15679.173974751784,15523.712749818731,15834.635199684837
2441,15671.479749405082,15511.890646060978,15831.06885274919
2442,15662.498907902213,15500.371350258496,15824.626465545929
2443,15651.463173657514,15494.38278961594,15808.543557699088
2444,15650.001810125734,15492.953240648898,15807.05037960257
2445,15647.899816242894,15489.203729837473,15806.59590264832
2446,15642.154442785306,15482.72729759783,15801.581587972789
2447,15640.104516603167,15479.487908088826,15800.721125117512
2448,15639.179542259819,15478.536468211096,15799.82261630855
2449,15635.240881074564,15473.481705933775,15797.000056215356
2450,15630.571216671902,15470.377073583148,15790.765359760664
2451,15626.923085186363,15465.806340002677,15788.039830370053
2452,15624.181123481347,15462.82529713702,15785.536949825677
2453,15618.17082161591,15455.386376652194,15780.955266579625
2454,15610.29800907251,15448.558818682619,15772.03719946241
2455,15609.207885568334,15446.917169392678,15771.498601743997
2456,15607.479374884566,15446.01471571691,15768.944034052225
2457,15607.46501890518,15445.996255419026,15768.93378239134
2458,15602.959068207298,15442.145428884685,15763.77270752991
2459,15599.505811655546,15439.264176279836,15759.747447031257
2460,15581.356977159186,15423.561710526028,15739.152243792345
2461,15575.158760944521,15413.809857728633,15736.507664160414
2462,15574.04901721406,15413.21618261599,15734.881851812133
2463,15570.550475366032,15407.411633672253,15733.689317059814
2464,15569.348217710263,15405.648042865663,15733.048392554867
2465,15569.31233302999,15405.641415327947,15732.983250732035
2466,15569.156454354108,15405.542631645227,15732.770277062997
2467,15565.248935932697,15402.147562662147,15728.350309203255
2468,15565.248935932697,15402.147562662147,15728.350309203255
2469,15564.090678488192,15400.839848767888,15727.341508208503
2470,15558.315202286458,15394.352783041304,15722.277621531615
2471,15556.228450185805,15392.37127867308,15720.085621698538
2472,15550.342371957913,15384.951951393203,15715.732792522627
2473,15546.481699778766,15378.411525143609,15714.551874413926
2474,15546.481699778766,15378.411525143609,15714.551874413926
2475,15541.907255016107,15373.67411226997,15710.140397762249
2476,15540.43314481575,15371.88571436824,15708.980575263264
2477,15538.238764632817,15369.276463867365,15707.201065398269
2478,15533.113459168504,15365.376410434468,15700.85050790254
2479,15527.414882863148,15359.052248877808,15695.777516848488
2480,15526.484756302447,15358.103780816977,15694.865731787913
2481,15525.472397531326,15356.70950281813,15694.235292244526
2482,15516.63374407857,15348.471689350063,15684.795798807081
2483,15515.617251290803,15347.554810288173,15683.679692293437
2484,15512.273443364493,15344.47675194541,15680.070134783582
2485,15509.631478698431,15339.847442078257,15679.415515318613
2486,15500.190267949076,15334.171227644842,15666.209308253314
2487,15494.977183897265,15329.261425784503,15660.69294201003
2488,15491.610989444798,15326.744650668441,15656.477328221155
2489,15491.071930734579,15326.261774440592,15655.882087028565
2490,15481.152198840755,15316.121149913375,15646.183247768142
2491,15472.044095989335,15303.168200775395,15640.919991203278
2492,15472.044095989335,15303.168200775395,15640.919991203278
2493,15464.80238259288,15294.261038756378,15635.343726429384
2494,15453.497026581026,15279.798921116511,15627.195132045548
2495,15448.070877313232,15275.787247985789,15620.354506640675
2496,15448.070877313232,15275.787247985789,15620.354506640675
2497,15444.86826528537,15273.323355843082,15616.413174727653
2498,15439.019570194321,15268.681323119368,15609.35781726927
2499,15431.982944223844,15258.60818843021,15605.35770001748
2500,15424.03934097099,15251.091935613156,15596.986746328825
2501,15422.211914136435,15248.550902533758,15595.872925739111
2502,15421.15399174381,15248.33206555284,15593.975917934771
2503,15418.39614296623,15247.442241492368,15589.350044440092
2504,15414.321310335785,15243.121823726819,15585.520796944751
2505,15414.321310335788,15243.121823726819,15585.520796944751
2506,15403.096591301484,15230.144827238588,15576.04835536438
2507,15394.927949208526,15217.792883516642,15572.06301490041
2508,15391.922299451264,15214.757295711966,15569.087303190561
2509,15385.696501324459,15206.903567894222,15564.489434754696
2510,15382.990679047018,15206.055164964455,15559.926193129577
2511,15378.958550171037,15199.593247254938,15558.323853087133
2512,15371.108237619528,15191.702043785504,15550.514431453548
2513,15366.186696050143,15186.66786387434,15545.70552822595
2514,15362.478433305672,15184.500244788998,15540.456621822343
2515,15355.286126891615,15174.841266052415,15535.73098773081
2516,15351.740294407313,15170.751490493743,15532.729098320879
2517,15351.737227008793,15170.748757382913,15532.725696634669
2518,15351.292405855429,15170.549593804428,15532.035217906434
2519,15347.729459245598,15168.198629113616,15527.26028937758
2520,15346.218542556711,15166.819718201616,15525.617366911807
2521,15346.008396264042,15166.751178673927,15525.265613854153
2522,15346.008396264042,15166.751178673927,15525.265613854153
2523,15333.936605505205,15163.312417981162,15504.560793029248
2524,15318.709328282697,15154.03024589683,15483.388410668571
2525,15308.636695634646,15148.800926238568,15468.472465030729
2526,15299.940501008403,15140.72019785367,15459.160804163139
2527,15297.305575819782,15138.285603925093,15456.325547714476
2528,15288.772954572041,15132.531669033051,15445.014240111032
2529,15285.802473670343,15128.918261483212,15442.686685857478
2530,15282.89133177107,15125.730859344254,15440.051804197894
2531,15278.73655061166,15122.555312109957,15434.917789113368
2532,15273.483929382868,15117.926992501409,15429.040866264328
2533,15269.43656289688,15112.992056147443,15425.881069646319
2534,15268.230936897695,15112.509634883729,15423.952238911665
2535,15263.103168885218,15106.698167374076,15419.50817039636
2536,15262.446344543003,15105.981760909755,15418.910928176247
2537,15261.689341242629,15106.140936943018,15417.237745542243
2538,15260.683493883413,15104.664982159362,15416.702005607467
2539,15248.2807716115,15084.30969795803,15412.251845264975
2540,15240.110564418555,15077.780947560293,15402.440181276821
2541,15235.705827601327,15071.316544758158,15400.095110444496
2542,15222.88710283274,15060.877773642822,15384.89643202266
2543,15219.866034509447,15056.36929143402,15383.362777584876
2544,15218.79091962654,15055.699690298854,15381.882148954228
2545,15214.12755928739,15051.922163955998,15376.332954618785
2546,15214.12755928739,15051.922163955998,15376.332954618785
2547,15214.095206978162,15051.90191063061,15376.288503325717
2548,15206.512215539085,15043.62145059129,15369.40298048688
2549,15206.189630381063,15043.38188327254,15368.99737748959
2550,15197.871728875076,15033.239117752019,15362.504339998137
2551,15196.716153438801,15031.656808029595,15361.775498848012
2552,15196.716153438801,15031.656808029595,15361.775498848012
2553,15195.115084526073,15029.41514003812,15360.815029014026
2554,15189.000418051286,15020.394880324895,15357.605955777677
2555,15187.660237936341,15019.321596780586,15355.9988790921
2556,15181.10745180291,15010.80910333554,15351.405800270286
2557,15171.514831248542,15003.718294945367,15339.31136755172
2558,15163.20070407638,14992.672523797688,15333.728884355076
2559,15155.13057729621,14989.774592286674,15320.486562305752
2560,15147.495775142525,14982.673865381425,15312.317684903628
2561,15143.247430203945,14981.819327475321,15304.675532932568
2562,15142.41872459989,14981.301046932382,15303.5364022674
2563,15137.0452231838,14981.668877399588,15292.421568968017
2564,15132.380147653643,14975.510790860011,15289.249504447274
2565,15130.72946358816,14973.120206998727,15288.338720177599
2566,15130.537143302105,14973.018609458532,15288.055677145681
2567,15128.853414829962,14971.41610220107,15286.290727458862
2568,15128.853414829962,14971.41610220107,15286.290727458862
2569,15121.252544478462,14961.809878685335,15280.69521027159
2570,15119.043907044837,14960.177299476441,15277.910514613233
2571,15107.35437043937,14951.010093268182,15263.698647610563
2572,15103.14324824275,14947.309817789668,15258.976678695832
2573,15098.499875300173,14944.350281653942,15252.6494689464
2574,15096.910077855742,14941.988849602656,15251.831306108825
2575,15096.905165080228,14941.986818196345,15251.823511964112
2576,15093.50135540268,14938.184093029924,15248.818617775438
2577,15090.666295990379,14936.931965123707,15244.40062685705
2578,15086.042960531668,14931.386885578971,15240.699035484364
2579,15084.96952651746,14930.16144921346,15239.77760382146
2580,15061.36761977433,14921.535510702255,15201.199728846412
2581,15059.902557879568,14919.712040186889,15200.093075572251
2582,15049.265381403684,14912.252664810652,15186.278097996716
2583,15049.265381403684,14912.252664810652,15186.278097996716
2584,15049.202465318556,14912.189338686412,15186.215591950697
2585,15043.129188672237,14902.928414780637,15183.329962563834
2586,15031.34038050186,14889.244427828136,15173.436333175578
2587,15026.199484214314,14881.236396172415,15171.162572256206
2588,15026.199484214314,14881.236396172415,15171.162572256206
2589,15024.918052870478,14880.0476911522,15169.78841458875
2590,15018.370610403173,14871.773248586844,15164.9679722195
2591,15010.65928907493,14865.596096106943,15155.722482042915
2592,15000.745310671551,14855.712601037576,15145.778020305526
2593,14998.438300678812,14854.65784121498,15142.218760142645
2594,14994.588312138494,14848.941804240478,15140.23482003651
2595,14994.046930873345,14848.146033777526,15139.947827969167
2596,14983.906919646312,14843.490742492331,15124.323096800288
2597,14981.881832801204,14841.92210444574,15121.841561156667
2598,14981.881832801204,14841.92210444574,15121.841561156667
2599,14969.86683058973,14832.080477172001,15107.653184007459
2600,14964.499572229646,14824.082788040601,15104.916356418695
2601,14963.855551162274,14823.495795379162,15104.21530694539
2602,14960.652139588792,14819.764320377279,15101.53995880031
2603,14956.667580575591,14817.175863295543,15096.15929785564
2604,14956.667580575591,14817.175863295543,15096.15929785564
2605,14955.75085618863,14815.970227119704,15095.53148525756
2606,14949.408575572123,14808.16475406882,15090.65239707543
2607,14938.856178412016,14793.958781412974,15083.753575411058
2608,14929.68505083672,14785.240405701876,15074.129695971566
2609,14923.22624215015,14781.129781638643,15065.322702661651
2610,14915.943808950118,14771.371648543103,15060.515969357133
2611,14915.943808950118,14771.371648543103,15060.515969357133
2612,14915.477570587042,14770.690397703762,15060.264743470321
2613,14910.738867669335,14766.111269944826,15055.366465393845
2614,14904.442367357056,14758.679583614854,15050.205151099259
2615,14899.979794474782,14754.342931458952,15045.616657490616
2616,14899.979794474782,14754.342931458952,15045.616657490616
2617,14893.101094565813,14745.819851048505,15040.382338083124
2618,14892.57891805802,14745.014675486547,15040.143160629495
2619,14892.57891805802,14745.014675486547,15040.143160629495
2620,14892.57891805802,14745.014675486547,15040.143160629495
2621,14884.284284572688,14734.317028107569,15034.251541037807
2622,14878.513794693477,14725.276637283447,15031.750952103508
2623,14875.76699937762,14721.056771556256,15030.477227198984
2624,14875.76699937762,14721.056771556256,15030.477227198984
2625,14865.02553582001,14707.70303859103,15022.348033048995
2626,14860.751225170323,14701.728818554315,15019.773631786331
2627,14854.598254556513,14694.912253417393,15014.28425569563
2628,14850.97392318045,14691.954320178495,15009.993526182403
2629,14849.660192238796,14690.176638879997,15009.143745597596
2630,14840.980097377285,14679.355864062574,15002.604330691993
2631,14839.908241330924,14677.856808908133,15001.959673753716
2632,14829.594544103964,14663.900236121159,14995.288852086765
2633,14829.594544103964,14663.900236121159,14995.288852086765
2634,14826.283744443328,14662.761113208475,14989.806375678174
2635,14823.958192329294,14660.42777870743,14987.488605951157
2636,14821.137719432332,14655.75554314874,14986.519895715921
2637,14818.529067000994,14652.197663228233,14984.860470773752
2638,14814.7501701043,14649.507154928175,14979.993185280422
2639,14814.7501701043,14649.507154928175,14979.993185280422
2640,14813.22532289229,14647.406649216626,14979.043996567952
2641,14802.981743574484,14642.32081956735,14963.642667581618
2642,14793.447239515888,14637.929057411278,14948.965421620498
2643,14788.065400998388,14628.562004760473,14947.568797236303
2644,14788.065400998388,14628.562004760473,14947.568797236303
2645,14784.380457277251,14623.702676909059,14945.05823764544
2646,14782.495391989713,14623.405154560023,14941.585629419398
2647,14777.51937545099,14618.036385353043,14937.002365548935
2648,14777.51937545099,14618.036385353043,14937.002365548935
2649,14777.51937545099,14618.036385353043,14937.002365548935
2650,14767.48999811757,14610.60481358618,14924.375182648959
2651,14766.92925733667,14609.837080339044,14924.021434334294
2652,14766.249411272296,14608.923797508987,14923.575025035605
2653,14765.777996654702,14608.363649798614,14923.192343510791
2654,14765.777996654702,14608.363649798614,14923.192343510791
2655,14765.777996654702,14608.363649798614,14923.192343510791
2656,14758.552781250834,14604.581657526998,14912.523904974665
2657,14758.388693497473,14604.290026017849,14912.487360977097
2658,14748.37463278016,14587.974054854247,14908.775210706073
2659,14746.97770488372,14586.53378309245,14907.42162667499
2660,14746.148173295067,14585.435913410141,14906.860433179992
2661,14746.148173295067,14585.435913410141,14906.860433179992
2662,14745.77361146417,14585.07990005847,14906.46732286987
2663,14743.296866567103,14582.138961210043,14904.45477192416
2664,14740.347071415239,14579.53498023041,14901.159162600068
2665,14735.019727601422,14573.45994179972,14896.579513403125
2666,14731.850827889717,14568.905780344374,14894.79587543506
2667,14729.998856025944,14566.39065437248,14893.607057679408
2668,14725.591538175311,14559.665765970638,14891.517310379984
2669,14721.077712787494,14557.421211617147,14884.734213957843
2670,14704.951813058171,14531.426813259475,14878.476812856874
2671,14703.91248650066,14530.42019751352,14877.4047754878
2672,14703.354497010216,14530.39825872126,14876.310735299172
2673,14700.971566967772,14527.575955745291,14874.367178190256
2674,14695.107228349032,14519.808474246556,14870.405982451508
2675,14691.954403510397,14515.167501980835,14868.741305039966
2676,14690.056526846074,14514.1144104851,14865.998643207056
2677,14686.038086491455,14509.34308873966,14862.733084243257
2678,14681.161562507456,14503.513691426755,14858.80943358816
2679,14678.126200364748,14500.788951597933,14855.463449131566
2680,14664.680826564483,14480.455602930959,14848.906050198008
2681,14661.076191417476,14476.129046388096,14846.023336446857
2682,14661.076191417476,14476.129046388096,14846.023336446857
2683,14659.590204295746,14474.978130578475,14844.202278013017
2684,14650.729979783242,14470.156413852548,14831.303545713936
2685,14648.516316327197,14467.59504766571,14829.437584988687
2686,14640.697796290517,14458.042310220117,14823.353282360913
2687,14633.816505002726,14450.8339269803,14816.799083025147
2688,14630.151626470975,14449.288119545052,14811.015133396899
2689,14630.151626470975,14449.288119545052,14811.015133396899
2690,14630.151626470975,14449.288119545052,14811.015133396899
2691,14622.952149835055,14440.627620519503,14805.276679150615
2692,14618.0901042095,14435.150762709074,14801.029445709928
2693,14617.54586053808,14434.855104849823,14800.236616226339
2694,14614.619551214317,14430.231652114588,14799.00745031405
2695,14611.563807222821,14428.889488987747,14794.238125457896
2696,14609.102411575093,14425.701403955612,14792.50341919457
2697,14608.2482623661,14424.647294112683,14791.849230619513
2698,14595.458179930574,14413.312458793682,14777.603901067467
2699,14586.238391195107,14394.963149680254,14777.51363270996
2700,14576.678207637942,14384.122173198679,14769.234242077206
2701,14576.678207637942,14384.122173198679,14769.234242077206
2702,14559.737154061957,14362.775801906824,14756.69850621709
2703,14550.270752302462,14353.037899183098,14747.503605421825
2704,14549.462090015553,14351.980457059604,14746.943722971502
2705,14549.203008447863,14351.64494026758,14746.761076628145
2706,14548.519164001518,14350.911876338714,14746.126451664322
2707,14547.999496984497,14350.165471506336,14745.833522462659
2708,14545.98228854076,14348.45466168991,14743.509915391609
2709,14544.077381706607,14346.535441783759,14741.619321629456
2710,14536.635652242572,14336.037925573271,14737.233378911873
2711,14536.19114667447,14335.705691292625,14736.676602056314
2712,14528.84124512787,14326.432314928275,14731.250175327466
2713,14527.348140407541,14324.598176965728,14730.098103849357
2714,14521.641969328644,14319.663867375091,14723.620071282201
2715,14520.937321937952,14319.329119213528,14722.54552466238
2716,14520.873687076275,14319.324623334996,14722.422750817557
2717,14517.15661726021,14317.172499202512,14717.14073531791
