variable,mu_c,CI_c_lower,CI_c_upper
7068,8075.193652920666,7946.140847155113,8204.246458686215
7069,8075.193652920666,7946.140847155113,8204.246458686215
7070,8074.215276096256,7945.388354893134,8203.042197299375
7071,8074.215276096256,7945.388354893134,8203.042197299375
7072,8073.069543296242,7945.211799083688,8200.927287508795
7073,8072.341895943242,7944.441041593846,8200.242750292633
7074,8072.341895943242,7944.441041593846,8200.242750292633
7075,8072.341895943242,7944.441041593846,8200.242750292633
7076,8072.341895943242,7944.441041593846,8200.242750292633
7077,8066.281933386119,7938.604004918265,8193.959861853971
7078,8066.281933386119,7938.604004918265,8193.959861853971
7079,8066.281933386119,7938.604004918265,8193.959861853971
7080,8066.281933386119,7938.604004918265,8193.959861853971
7081,8066.281933386119,7938.604004918265,8193.959861853971
7082,8063.646334987365,7936.110891363452,8191.181778611278
7083,8063.646334987365,7936.110891363452,8191.181778611278
7084,8063.646334987365,7936.110891363452,8191.181778611278
7085,8063.646334987365,7936.110891363452,8191.181778611278
7086,8063.394143234304,7935.844400816095,8190.943885652512
7087,8063.394143234304,7935.844400816095,8190.943885652512
7088,8063.394143234304,7935.844400816095,8190.943885652512
7089,8063.394143234304,7935.844400816095,8190.943885652512
7090,8063.044983359233,7935.763026346464,8190.326940372
7091,8063.044983359233,7935.763026346464,8190.326940372
7092,8062.851974987717,7935.3481781041955,8190.355771871236
7093,8058.338686907923,7931.090441946565,8185.586931869279
7094,8058.343001829918,7931.093078098606,8185.592925561227
7095,8058.343001829918,7931.093078098606,8185.592925561227
7096,8057.027144340918,7930.078820660539,8183.975468021294
7097,8057.027144340918,7930.078820660539,8183.975468021294
7098,8053.248454773742,7928.714217721751,8177.7826918257315
7099,8050.707347859803,7926.797139838764,8174.617555880842
7100,8050.3251407823445,7926.428554512007,8174.221727052682
7101,8050.3251407823445,7926.428554512007,8174.221727052682
7102,8050.3251407823445,7926.428554512007,8174.221727052682
7103,8050.3251407823445,7926.428554512007,8174.221727052682
7104,8050.3251407823445,7926.428554512007,8174.221727052682
7105,8050.3251407823445,7926.428554512007,8174.221727052682
7106,8050.3251407823445,7926.428554512007,8174.221727052682
7107,8048.888478877211,7924.990512726179,8172.786445028241
7108,8048.888478877211,7924.990512726179,8172.786445028241
7109,8048.067893089328,7924.46417718075,8171.671608997906
7110,8048.067893089328,7924.46417718075,8171.671608997906
7111,8047.233618605365,7923.394218243534,8171.073018967199
7112,8044.737003827858,7918.678060253559,8170.79594740216
7113,8044.737003827858,7918.678060253559,8170.79594740216
7114,8043.965323671791,7917.58387189435,8170.346775449237
7115,8043.072106570379,7917.434449915067,8168.7097632256955
7116,8043.072106570379,7917.434449915067,8168.7097632256955
7117,8042.161179362817,7916.898765032243,8167.423593693393
7118,8042.161179362817,7916.898765032243,8167.423593693393
7119,8042.161179362817,7916.898765032243,8167.423593693393
7120,8042.161179362817,7916.898765032243,8167.423593693393
7121,8042.161179362817,7916.898765032243,8167.423593693393
7122,8042.161179362817,7916.898765032243,8167.423593693393
7123,8035.9515021327325,7912.587279192195,8159.315725073272
7124,8035.9515021327325,7912.587279192195,8159.315725073272
7125,8035.54085983284,7912.271924835974,8158.809794829709
7126,8034.944325860647,7911.643789171381,8158.244862549915
7127,8034.944325860647,7911.643789171381,8158.244862549915
7128,8032.432310527515,7908.608431040642,8156.25619001439
7129,8032.432310527515,7908.608431040642,8156.25619001439
7130,8032.432310527515,7908.608431040642,8156.25619001439
7131,8032.432310527515,7908.608431040642,8156.25619001439
7132,8031.64260969631,7906.925768492233,8156.35945090039
7133,8030.946297742884,7906.293396569141,8155.599198916629
7134,8030.103351245306,7905.624608090129,8154.5820944004845
7135,8029.550953385769,7905.2780175547505,8153.823889216792
7136,8029.550953385769,7905.2780175547505,8153.823889216792
7137,8029.550953385769,7905.2780175547505,8153.823889216792
7138,8029.550953385769,7905.2780175547505,8153.823889216792
7139,8028.625617190612,7904.117559945656,8153.133674435568
7140,8026.686898760898,7902.489042097665,8150.88475542413
7141,8026.686898760898,7902.489042097665,8150.88475542413
7142,8026.686898760898,7902.489042097665,8150.88475542413
7143,8026.686898760898,7902.489042097665,8150.88475542413
7144,8026.686898760898,7902.489042097665,8150.88475542413
7145,8026.686898760898,7902.489042097665,8150.88475542413
7146,8023.477553913905,7899.409963621654,8147.545144206157
7147,8023.477553913905,7899.409963621654,8147.545144206157
7148,8023.477553913905,7899.409963621654,8147.545144206157
7149,8022.885194766658,7899.035968852531,8146.734420680787
7150,8022.481485968442,7898.7450066145275,8146.217965322358
7151,8022.1656575562,7898.51392345424,8145.817391658162
7152,8021.048684051869,7897.101638885187,8144.995729218553
7153,8020.959611259433,7897.090694541011,8144.828527977853
7154,8020.959611259433,7897.090694541011,8144.828527977853
7155,8020.087403769377,7896.203305309569,8143.971502229184
7156,8020.087403769377,7896.203305309569,8143.971502229184
7157,8020.087403769377,7896.203305309569,8143.971502229184
7158,8020.087403769377,7896.203305309569,8143.971502229184
7159,8020.087403769377,7896.203305309569,8143.971502229184
7160,8019.5703171698615,7896.136750450842,8143.003883888881
7161,8019.5703171698615,7896.136750450842,8143.003883888881
7162,8015.921611511915,7890.872982172464,8140.970240851367
7163,8015.912597409007,7890.866430913706,8140.9587639043075
7164,8014.803082650825,7890.003708934546,8139.602456367105
7165,8011.803082650825,7885.671626645031,8137.93453865662
7166,8009.262168403816,7883.001544485387,8135.522792322243
7167,8009.262168403816,7883.001544485387,8135.522792322243
7168,8009.262168403816,7883.001544485387,8135.522792322243
7169,8008.069586000248,7882.781644382772,8133.3575276177235
7170,8007.643255625467,7882.429647180863,8132.856864070069
7171,8007.643255625467,7882.429647180863,8132.856864070069
7172,8007.643255625467,7882.429647180863,8132.856864070069
7173,8007.355010014196,7882.251734585011,8132.458285443378
7174,8005.70438440895,7881.891614042645,8129.517154775253
7175,8005.080210847312,7881.81867779782,8128.341743896804
7176,8004.604617643849,7881.459914557892,8127.749320729807
7177,8002.434696965754,7879.594279600941,8125.275114330564
7178,8002.434696965754,7879.594279600941,8125.275114330564
7179,8002.434696965754,7879.594279600941,8125.275114330564
7180,8002.434696965754,7879.594279600941,8125.275114330564
7181,8002.434696965754,7879.594279600941,8125.275114330564
7182,8002.387575322797,7879.565772954627,8125.209377690964
7183,8001.3631628774165,7877.651325407345,8125.075000347488
7184,8000.468979462255,7875.958986739047,8124.978972185464
7185,7999.670392415252,7875.191914603554,8124.148870226949
7186,7999.670392415252,7875.191914603554,8124.148870226949
7187,7999.498819539998,7875.02454508776,8123.9730939922365
7188,7999.498819539998,7875.02454508776,8123.9730939922365
7189,7999.498819539998,7875.02454508776,8123.9730939922365
7190,7999.498819539998,7875.02454508776,8123.9730939922365
7191,7998.73712644937,7874.841001575858,8122.633251322883
7192,7996.281982399589,7872.219165263759,8120.344799535418
7193,7996.281982399589,7872.219165263759,8120.344799535418
7194,7996.281982399589,7872.219165263759,8120.344799535418
7195,7996.281982399589,7872.219165263759,8120.344799535418
7196,7996.281982399589,7872.219165263759,8120.344799535418
7197,7996.281982399589,7872.219165263759,8120.344799535418
7198,7996.080748010956,7871.968241776663,8120.19325424525
7199,7996.080748010956,7871.968241776663,8120.19325424525
7200,7991.103764781074,7861.246034072494,8120.961495489653
7201,7991.103764781074,7861.246034072494,8120.961495489653
7202,7990.65801242258,7860.973629573804,8120.3423952713565
7203,7990.65801242258,7860.973629573804,8120.3423952713565
7204,7990.65801242258,7860.973629573804,8120.3423952713565
7205,7990.58918835799,7860.931066399078,8120.247310316901
7206,7989.654321835564,7860.790448002637,8118.51819566849
7207,7988.07032059921,7859.397305941604,8116.743335256817
7208,7988.07032059921,7859.397305941604,8116.743335256817
7209,7987.477717988828,7858.889872450452,8116.065563527204
7210,7987.477717988828,7858.889872450452,8116.065563527204
7211,7987.477717988828,7858.889872450452,8116.065563527204
7212,7987.244988222384,7858.687736320095,8115.802240124671
7213,7986.547731493459,7858.077734611488,8115.017728375431
7214,7986.547731493459,7858.077734611488,8115.017728375431
7215,7986.0482335278275,7857.648656712915,8114.447810342738
7216,7986.0482335278275,7857.648656712915,8114.447810342738
7217,7984.527200757687,7856.407832240822,8112.646569274553
7218,7984.527200757687,7856.407832240822,8112.646569274553
7219,7982.7467232024055,7854.3181944986145,8111.175251906198
7220,7982.7467232024055,7854.3181944986145,8111.175251906198
7221,7979.401333660878,7851.88114450628,8106.9215228154735
7222,7979.401333660878,7851.88114450628,8106.9215228154735
7223,7975.890188856909,7851.0345054306035,8100.745872283214
7224,7975.890188856909,7851.0345054306035,8100.745872283214
7225,7975.890188856909,7851.0345054306035,8100.745872283214
7226,7975.890188856909,7851.0345054306035,8100.745872283214
7227,7975.890188856909,7851.0345054306035,8100.745872283214
7228,7975.032501009661,7849.124070152847,8100.9409318664775
7229,7975.032501009661,7849.124070152847,8100.9409318664775
7230,7975.032501009661,7849.124070152847,8100.9409318664775
7231,7975.032501009661,7849.124070152847,8100.9409318664775
7232,7975.032501009661,7849.124070152847,8100.9409318664775
7233,7975.032501009661,7849.124070152847,8100.9409318664775
7234,7975.032501009661,7849.124070152847,8100.9409318664775
7235,7974.989466278108,7849.027854260075,8100.951078296142
7236,7972.399475165995,7847.436315256337,8097.362635075654
7237,7972.399475165995,7847.436315256337,8097.362635075654
7238,7972.399475165995,7847.436315256337,8097.362635075654
7239,7972.399475165995,7847.436315256337,8097.362635075654
7240,7972.399475165995,7847.436315256337,8097.362635075654
7241,7969.962121970758,7842.869485380987,8097.054758560531
7242,7969.962121970758,7842.869485380987,8097.054758560531
7243,7969.962121970758,7842.869485380987,8097.054758560531
7244,7969.962121970758,7842.869485380987,8097.054758560531
7245,7969.962121970758,7842.869485380987,8097.054758560531
7246,7966.112585440406,7839.429110582682,8092.796060298132
7247,7964.144214513694,7837.748082897108,8090.540346130282
7248,7964.144214513694,7837.748082897108,8090.540346130282
7249,7962.852204918896,7836.580944486783,8089.123465351011
7250,7960.3224449245845,7834.75807465566,8085.886815193509
7251,7960.2494959077085,7834.690120877259,8085.808870938162
7252,7959.263073130945,7833.463952562019,8085.062193699872
7253,7959.121459041941,7833.3526293369,8084.890288746985
7254,7958.713195453954,7833.078543057943,8084.3478478499665
7255,7958.713195453954,7833.078543057943,8084.3478478499665
7256,7958.713195453954,7833.078543057943,8084.3478478499665
7257,7958.713195453954,7833.078543057943,8084.3478478499665
7258,7958.713195453954,7833.078543057943,8084.3478478499665
7259,7958.713195453954,7833.078543057943,8084.3478478499665
7260,7958.714569041513,7833.080470187458,8084.348667895568
7261,7958.714569041513,7833.080470187458,8084.348667895568
7262,7958.313240208381,7832.762115868879,8083.864364547885
7263,7956.603927197609,7830.570682842272,8082.637171552948
7264,7956.603927197609,7830.570682842272,8082.637171552948
7265,7953.9496035280645,7828.811207069543,8079.087999986587
7266,7953.9496035280645,7828.811207069543,8079.087999986587
7267,7953.9496035280645,7828.811207069543,8079.087999986587
7268,7953.9496035280645,7828.811207069543,8079.087999986587
7269,7953.9496035280645,7828.811207069543,8079.087999986587
7270,7953.9496035280645,7828.811207069543,8079.087999986587
7271,7953.9496035280645,7828.811207069543,8079.087999986587
7272,7953.9496035280645,7828.811207069543,8079.087999986587
7273,7953.9496035280645,7828.811207069543,8079.087999986587
7274,7953.665442015944,7828.482388246156,8078.848495785734
7275,7952.893482350267,7827.758524008229,8078.028440692305
7276,7952.893482350267,7827.758524008229,8078.028440692305
7277,7952.853114296165,7827.726706917536,8077.979521674795
7278,7952.853114296165,7827.726706917536,8077.979521674795
7279,7952.853114296165,7827.726706917536,8077.979521674795
7280,7950.085547472435,7825.113473940243,8075.0576210046265
7281,7950.085547472435,7825.113473940243,8075.0576210046265
7282,7947.773997792477,7822.036037263759,8073.511958321196
7283,7947.773997792477,7822.036037263759,8073.511958321196
7284,7946.375201096529,7820.980941815004,8071.769460378056
7285,7944.992632985727,7820.001733741109,8069.983532230347
7286,7944.992632985727,7820.001733741109,8069.983532230347
7287,7944.992632985727,7820.001733741109,8069.983532230347
7288,7944.21411912342,7818.4267523719045,8070.001485874936
7289,7944.21411912342,7818.4267523719045,8070.001485874936
7290,7944.21411912342,7818.4267523719045,8070.001485874936
7291,7944.21411912342,7818.4267523719045,8070.001485874936
7292,7944.21411912342,7818.4267523719045,8070.001485874936
7293,7944.21411912342,7818.4267523719045,8070.001485874936
7294,7943.324312357585,7817.547218909852,8069.101405805318
7295,7943.324312357585,7817.547218909852,8069.101405805318
7296,7943.324312357585,7817.547218909852,8069.101405805318
7297,7943.324312357585,7817.547218909852,8069.101405805318
7298,7943.324312357585,7817.547218909852,8069.101405805318
7299,7943.324312357585,7817.547218909852,8069.101405805318
7300,7942.136195356254,7816.161350728625,8068.111039983883
7301,7942.136195356254,7816.161350728625,8068.111039983883
7302,7942.136195356254,7816.161350728625,8068.111039983883
7303,7942.136195356254,7816.161350728625,8068.111039983883
7304,7942.136195356254,7816.161350728625,8068.111039983883
7305,7940.417511165641,7814.797215127988,8066.0378072032945
7306,7940.417511165641,7814.797215127988,8066.0378072032945
7307,7940.417511165641,7814.797215127988,8066.0378072032945
7308,7940.417511165641,7814.797215127988,8066.0378072032945
7309,7938.771260449099,7813.0603900897995,8064.482130808398
7310,7938.771260449099,7813.0603900897995,8064.482130808398
7311,7938.771260449099,7813.0603900897995,8064.482130808398
7312,7938.088819501096,7812.375768937001,8063.80187006519
7313,7938.088819501096,7812.375768937001,8063.80187006519
7314,7936.663798813339,7811.262547127385,8062.065050499293
7315,7936.663798813339,7811.262547127385,8062.065050499293
7316,7929.654771953533,7801.129408583579,8058.180135323489
7317,7929.654771953533,7801.129408583579,8058.180135323489
7318,7927.961371358568,7799.01915319455,8056.903589522585
7319,7927.961371358568,7799.01915319455,8056.903589522585
7320,7927.961371358568,7799.01915319455,8056.903589522585
7321,7927.064478543542,7798.195675713398,8055.933281373687
7322,7927.064478543542,7798.195675713398,8055.933281373687
7323,7925.490606822697,7795.740439405451,8055.240774239944
7324,7925.490606822697,7795.740439405451,8055.240774239944
7325,7925.490606822697,7795.740439405451,8055.240774239944
7326,7925.490606822697,7795.740439405451,8055.240774239944
7327,7925.252925428536,7795.4604895946895,8055.045361262383
7328,7925.252925428536,7795.4604895946895,8055.045361262383
7329,7925.252925428536,7795.4604895946895,8055.045361262383
7330,7924.631035269634,7794.775486127102,8054.486584412163
7331,7923.592884283366,7792.886716972156,8054.299051594577
7332,7923.592884283366,7792.886716972156,8054.299051594577
7333,7923.592884283366,7792.886716972156,8054.299051594577
7334,7923.3662496075,7792.836998420228,8053.895500794774
7335,7923.3662496075,7792.836998420228,8053.895500794774
7336,7923.3662496075,7792.836998420228,8053.895500794774
7337,7923.241491699341,7792.694401384889,8053.788582013792
7338,7923.0025039008715,7792.31760250895,8053.687405292793
7339,7923.0025039008715,7792.31760250895,8053.687405292793
7340,7923.0025039008715,7792.31760250895,8053.687405292793
7341,7922.434112937374,7791.787393018897,8053.08083285585
7342,7921.826687216587,7791.210280127268,8052.443094305904
7343,7921.826687216587,7791.210280127268,8052.443094305904
7344,7920.534138063146,7790.905495287733,8050.162780838557
7345,7920.534138063146,7790.905495287733,8050.162780838557
7346,7920.534138063146,7790.905495287733,8050.162780838557
7347,7920.534138063146,7790.905495287733,8050.162780838557
7348,7920.534138063146,7790.905495287733,8050.162780838557
7349,7920.534138063146,7790.905495287733,8050.162780838557
7350,7920.152172051896,7790.538114883826,8049.766229219964
7351,7920.152172051896,7790.538114883826,8049.766229219964
7352,7920.152172051896,7790.538114883826,8049.766229219964
7353,7918.094540623018,7789.264098976609,8046.924982269425
7354,7918.094540623018,7789.264098976609,8046.924982269425
7355,7918.094540623018,7789.264098976609,8046.924982269425
7356,7918.094540623018,7789.264098976609,8046.924982269425
7357,7917.89072019664,7789.104545097354,8046.676895295926
7358,7917.89072019664,7789.104545097354,8046.676895295926
7359,7917.89072019664,7789.104545097354,8046.676895295926
7360,7917.89072019664,7789.104545097354,8046.676895295926
7361,7917.285168921177,7788.509795588256,8046.0605422540975
7362,7917.285168921177,7788.509795588256,8046.0605422540975
7363,7912.159306750186,7784.628647685585,8039.689965814786
7364,7912.159306750186,7784.628647685585,8039.689965814786
7365,7912.159306750186,7784.628647685585,8039.689965814786
7366,7911.913656502113,7784.307558912538,8039.519754091687
7367,7911.206549720926,7783.765221688234,8038.647877753618
7368,7911.206549720926,7783.765221688234,8038.647877753618
7369,7910.860140461262,7783.219392384465,8038.5008885380585
7370,7910.860140461262,7783.219392384465,8038.5008885380585
7371,7910.860140461262,7783.219392384465,8038.5008885380585
7372,7905.511364269662,7781.66323652347,8029.359492015853
7373,7904.345638753625,7780.119260558712,8028.572016948537
7374,7904.345638753625,7780.119260558712,8028.572016948537
7375,7903.937350728915,7779.678245109324,8028.1964563485035
7376,7903.937350728915,7779.678245109324,8028.1964563485035
7377,7903.040953547812,7777.758028903611,8028.323878192013
7378,7903.040953547812,7777.758028903611,8028.323878192013
7379,7903.040953547812,7777.758028903611,8028.323878192013
7380,7902.715812777877,7777.512749001662,8027.918876554088
7381,7902.715812777877,7777.512749001662,8027.918876554088
7382,7902.715812777877,7777.512749001662,8027.918876554088
7383,7902.141026555339,7776.870253867922,8027.4117992427555
7384,7902.141026555339,7776.870253867922,8027.4117992427555
7385,7901.743468777142,7776.242446406763,8027.2444911475195
7386,7900.911333216278,7775.433625604064,8026.3890408284915
7387,7900.911333216278,7775.433625604064,8026.3890408284915
7388,7900.911333216278,7775.433625604064,8026.3890408284915
7389,7900.911333216278,7775.433625604064,8026.3890408284915
7390,7900.911333216278,7775.433625604064,8026.3890408284915
7391,7900.911333216278,7775.433625604064,8026.3890408284915
7392,7897.656997810725,7770.944160654011,8024.36983496744
7393,7897.656997810725,7770.944160654011,8024.36983496744
7394,7895.636995098121,7770.652050848627,8020.621939347614
7395,7895.636995098121,7770.652050848627,8020.621939347614
7396,7895.636995098121,7770.652050848627,8020.621939347614
7397,7895.636995098121,7770.652050848627,8020.621939347614
7398,7895.636995098121,7770.652050848627,8020.621939347614
7399,7895.636995098121,7770.652050848627,8020.621939347614
7400,7895.636995098121,7770.652050848627,8020.621939347614
7401,7895.636995098121,7770.652050848627,8020.621939347614
7402,7895.304401905365,7770.326455320175,8020.282348490558
7403,7895.158017209469,7770.246249097125,8020.069785321815
7404,7895.158017209469,7770.246249097125,8020.069785321815
7405,7895.158017209469,7770.246249097125,8020.069785321815
7406,7895.158017209469,7770.246249097125,8020.069785321815
7407,7895.158017209469,7770.246249097125,8020.069785321815
7408,7895.158017209469,7770.246249097125,8020.069785321815
7409,7895.158017209469,7770.246249097125,8020.069785321815
7410,7895.065634707733,7770.114197610844,8020.017071804624
7411,7892.865515851979,7765.362143137593,8020.368888566364
7412,7892.865515851979,7765.362143137593,8020.368888566364
7413,7892.865515851979,7765.362143137593,8020.368888566364
7414,7892.865515851979,7765.362143137593,8020.368888566364
7415,7892.865515851979,7765.362143137593,8020.368888566364
7416,7892.865515851979,7765.362143137593,8020.368888566364
7417,7892.865515851979,7765.362143137593,8020.368888566364
7418,7892.485693515392,7764.987938595546,8019.983448435236
7419,7892.485693515392,7764.987938595546,8019.983448435236
7420,7892.485693515392,7764.987938595546,8019.983448435236
7421,7892.485693515392,7764.987938595546,8019.983448435236
7422,7892.485693515392,7764.987938595546,8019.983448435236
7423,7892.485693515392,7764.987938595546,8019.983448435236
7424,7890.249243142115,7761.015553759597,8019.482932524629
7425,7890.249243142115,7761.015553759597,8019.482932524629
7426,7886.98577356939,7758.4472908460075,8015.5242562927715
7427,7886.98577356939,7758.4472908460075,8015.5242562927715
7428,7886.98577356939,7758.4472908460075,8015.5242562927715
7429,7885.908476101834,7757.84211742166,8013.974834782006
7430,7885.908476101834,7757.84211742166,8013.974834782006
7431,7885.908476101834,7757.84211742166,8013.974834782006
7432,7885.908476101834,7757.84211742166,8013.974834782006
7433,7885.908476101834,7757.84211742166,8013.974834782006
7434,7884.22561673355,7755.963194763358,8012.488038703742
7435,7883.811403171177,7755.381669044593,8012.24113729776
7436,7883.811403171177,7755.381669044593,8012.24113729776
7437,7882.848298329843,7754.269358976302,8011.4272376833815
7438,7882.848298329843,7754.269358976302,8011.4272376833815
7439,7882.848298329843,7754.269358976302,8011.4272376833815
7440,7882.848298329843,7754.269358976302,8011.4272376833815
7441,7882.848298329843,7754.269358976302,8011.4272376833815
7442,7882.848298329843,7754.269358976302,8011.4272376833815
7443,7882.848298329843,7754.269358976302,8011.4272376833815
7444,7882.848298329843,7754.269358976302,8011.4272376833815
7445,7882.632499112428,7754.016352335899,8011.248645888956
7446,7882.632499112428,7754.016352335899,8011.248645888956
7447,7879.544778922573,7750.37944221751,8008.710115627636
7448,7878.780846900074,7749.937188802964,8007.62450499718
7449,7878.53216031991,7749.743190427824,8007.321130211996
7450,7878.53216031991,7749.743190427824,8007.321130211996
7451,7877.422635823396,7748.7122142294265,8006.133057417364
7452,7877.422635823396,7748.7122142294265,8006.133057417364
7453,7876.6220437906,7748.438566540455,8004.805521040744
7454,7876.401402710838,7748.129790041058,8004.673015380616
7455,7876.401402710838,7748.129790041058,8004.673015380616
7456,7876.245112310689,7748.010217924709,8004.480006696666
7457,7876.245112310689,7748.010217924709,8004.480006696666
7458,7876.217592158281,7747.968340284464,8004.466844032097
7459,7873.69691964286,7744.802478556157,8002.591360729561
7460,7872.397686752074,7742.404959145575,8002.39041435857
7461,7872.335839928808,7742.318974905461,8002.3527049521535
7462,7871.896835664706,7742.061286431664,8001.732384897748
7463,7871.612788505214,7741.850360173843,8001.375216836581
7464,7871.199397160374,7741.455153606812,8000.943640713935
7465,7871.199397160374,7741.455153606812,8000.943640713935
7466,7871.199397160374,7741.455153606812,8000.943640713935
7467,7871.1858923111995,7741.445623211749,8000.92616141065
7468,7871.1858923111995,7741.445623211749,8000.92616141065
7469,7868.049363302571,7736.7038894119705,7999.394837193167
7470,7867.630502132654,7736.254627133911,7999.006377131396
7471,7867.630502132654,7736.254627133911,7999.006377131396
7472,7867.630502132654,7736.254627133911,7999.006377131396
7473,7867.61477235452,7736.2395915000325,7998.989953209004
7474,7866.837648203802,7735.527561292267,7998.1477351153335
7475,7866.837648203802,7735.527561292267,7998.1477351153335
7476,7864.70621101256,7733.968361462003,7995.444060563113
7477,7864.70621101256,7733.968361462003,7995.444060563113
7478,7864.398793416127,7733.544616926134,7995.252969906116
7479,7864.398793416127,7733.544616926134,7995.252969906116
7480,7864.398793416127,7733.544616926134,7995.252969906116
7481,7864.398793416127,7733.544616926134,7995.252969906116
7482,7864.398793416127,7733.544616926134,7995.252969906116
7483,7863.634861393626,7732.480073152756,7994.789649634493
7484,7863.634861393626,7732.480073152756,7994.789649634493
7485,7862.820320585592,7731.940682436216,7993.699958734966
7486,7862.820320585592,7731.940682436216,7993.699958734966
7487,7862.820320585592,7731.940682436216,7993.699958734966
7488,7862.820320585592,7731.940682436216,7993.699958734966
7489,7862.348184630591,7731.503963187835,7993.192406073347
7490,7862.348184630591,7731.503963187835,7993.192406073347
7491,7861.202286596841,7730.611218717698,7991.793354475984
7492,7861.202286596841,7730.611218717698,7991.793354475984
7493,7861.202286596841,7730.611218717698,7991.793354475984
7494,7859.509565379525,7729.899756729275,7989.119374029775
7495,7859.346680969848,7729.779362029398,7988.913999910299
7496,7859.346680969848,7729.779362029398,7988.913999910299
7497,7859.346680969848,7729.779362029398,7988.913999910299
7498,7857.743298572609,7729.14778528925,7986.338811855968
7499,7857.743298572609,7729.14778528925,7986.338811855968
7500,7856.97872534671,7727.46797469509,7986.489475998333
7501,7856.88691488076,7727.383330269937,7986.390499491583
7502,7854.962422479616,7726.528444886115,7983.396400073118
7503,7854.962422479616,7726.528444886115,7983.396400073118
7504,7852.3072968865245,7723.621473626633,7980.993120146416
7505,7852.117665491119,7723.481797864149,7980.753533118087
7506,7852.117665491119,7723.481797864149,7980.753533118087
7507,7852.117665491119,7723.481797864149,7980.753533118087
7508,7852.117665491119,7723.481797864149,7980.753533118087
7509,7852.117665491119,7723.481797864149,7980.753533118087
7510,7852.117665491119,7723.481797864149,7980.753533118087
7511,7849.7708385760825,7721.230393869087,7978.311283283078
7512,7849.228871780549,7720.8089182153635,7977.6488253457355
7513,7848.317944572986,7719.969963105472,7976.6659260404995
7514,7848.317944572986,7719.969963105472,7976.6659260404995
7515,7848.317944572986,7719.969963105472,7976.6659260404995
7516,7848.317944572986,7719.969963105472,7976.6659260404995
7517,7848.317944572986,7719.969963105472,7976.6659260404995
7518,7846.0438152235965,7718.631415553145,7973.456214894046
7519,7844.778716639805,7717.539034518059,7972.01839876155
7520,7841.204472621359,7716.087076558272,7966.3218686844475
7521,7841.204472621359,7716.087076558272,7966.3218686844475
7522,7841.204472621359,7716.087076558272,7966.3218686844475
7523,7841.204472621359,7716.087076558272,7966.3218686844475
7524,7841.204472621359,7716.087076558272,7966.3218686844475
7525,7841.204472621359,7716.087076558272,7966.3218686844475
7526,7841.204472621359,7716.087076558272,7966.3218686844475
7527,7840.930855531506,7715.9687819508545,7965.8929291121585
7528,7840.930855531506,7715.9687819508545,7965.8929291121585
7529,7839.207744534143,7714.341902212804,7964.073586855484
7530,7839.207744534143,7714.341902212804,7964.073586855484
7531,7839.207744534143,7714.341902212804,7964.073586855484
7532,7837.838284479727,7713.2833998518245,7962.39316910763
7533,7833.687948798843,7709.802008848551,7957.573888749134
7534,7831.168725630132,7707.381247369219,7954.956203891045
7535,7829.170583128463,7704.595279542005,7953.745886714922
7536,7829.095124643468,7704.510299085596,7953.67995020134
7537,7827.953426538203,7703.417309740207,7952.489543336198
7538,7827.953426538203,7703.417309740207,7952.489543336198
7539,7827.953426538203,7703.417309740207,7952.489543336198
7540,7827.953426538203,7703.417309740207,7952.489543336198
7541,7827.953426538203,7703.417309740207,7952.489543336198
7542,7827.953426538203,7703.417309740207,7952.489543336198
7543,7827.953426538203,7703.417309740207,7952.489543336198
7544,7827.953426538203,7703.417309740207,7952.489543336198
7545,7827.131257600944,7702.23870567179,7952.023809530102
7546,7824.500106458741,7699.814566335793,7949.18564658169
7547,7824.500106458741,7699.814566335793,7949.18564658169
7548,7824.500106458741,7699.814566335793,7949.18564658169
7549,7824.500106458741,7699.814566335793,7949.18564658169
7550,7822.815335765441,7698.336990601123,7947.293680929759
7551,7822.072981602452,7698.034752566784,7946.111210638121
7552,7820.77607832624,7697.4693058012035,7944.082850851277
7553,7820.77607832624,7697.4693058012035,7944.082850851277
7554,7820.77607832624,7697.4693058012035,7944.082850851277
7555,7820.77607832624,7697.4693058012035,7944.082850851277
7556,7820.77607832624,7697.4693058012035,7944.082850851277
7557,7819.508806880263,7695.422124051495,7943.595489709031
7558,7819.367205050099,7695.264909475258,7943.46950062494
7559,7818.385092321041,7694.334153537182,7942.436031104899
7560,7818.385092321041,7694.334153537182,7942.436031104899
7561,7818.385092321041,7694.334153537182,7942.436031104899
7562,7815.6523106983495,7690.343345377946,7940.961276018753
7563,7815.6523106983495,7690.343345377946,7940.961276018753
7564,7815.6523106983495,7690.343345377946,7940.961276018753
7565,7815.6523106983495,7690.343345377946,7940.961276018753
7566,7815.518571368992,7690.246661495643,7940.79048124234
7567,7815.518571368992,7690.246661495643,7940.79048124234
7568,7815.518571368992,7690.246661495643,7940.79048124234
7569,7815.518571368992,7690.246661495643,7940.79048124234
7570,7815.108015216803,7689.81028478434,7940.4057456492665
7571,7814.833638600043,7689.6263367610045,7940.040940439085
7572,7814.833638600043,7689.6263367610045,7940.040940439085
7573,7814.811273467838,7689.624322016589,7939.998224919091
7574,7814.811273467838,7689.624322016589,7939.998224919091
7575,7814.811273467838,7689.624322016589,7939.998224919091
7576,7814.811273467838,7689.624322016589,7939.998224919091
7577,7814.811273467838,7689.624322016589,7939.998224919091
7578,7814.811273467838,7689.624322016589,7939.998224919091
